0610009B22Rik	1	chr11	-	51685386	51688874	51686092,	51688690,
Grtp1	1	chr8	-	13175162	13200620	13177142,13179508,13179755,13186979,13189747,13192208,13200200,	13179323,13179583,13186883,13189623,13192050,13200049,13200481,
Grwd1	1	chr7	-	45825223	45830944	45826093,45827338,45827668,45827993,45830144,45830409,45830789,	45827141,45827526,45827780,45829982,45830292,45830595,45830873,
Grxcr1	1	chr5	+	68031835	68166398	68032289,68110554,68155892,	68110312,68155827,68166092,
Grxcr2	1	chr18	-	41985323	41999049	41986688,41992005,	41991757,41998667,
Gsap	0	chr5	+	21186289	21291723	21186459,21194476,21196101,21207310,21207641,21217478,21221295,21222439,21226348,21226833,21228067,21229246,21242882,21247000,21250833,21251156,21253439,21254041,21257923,21270030,21270614,21271248,21273043,21278140,21281066,21281602,21287796,21288649,21289890,21290144,	21194400,21196045,21207241,21207588,21217390,21221226,21222390,21226244,21226774,21228024,21229161,21242805,21246899,21250741,21250939,21253370,21253959,21257870,21269902,21270556,21271217,21272982,21278045,21280996,21281508,21287677,21288588,21289789,21290045,21290538,
Gsc	1	chr12	-	104471209	104473330	104471646,104472252,	104471993,104472761,
Gsc2	1	chr16	-	17913554	17915059	17913718,17914619,	17914366,17914754,
Gsdma	1	chr11	+	98664351	98677708	98664438,98666274,98666631,98669784,98670853,98671365,98671757,98672315,98673130,98673720,98675946,	98666056,98666451,98669619,98670757,98671318,98671731,98672295,98672976,98673606,98675873,98676174,
Gsdma2	1	chr11	+	98646759	98657964	98646854,98647287,98649267,98649651,98651006,98652070,98652630,98655023,98655605,98657297,	98647257,98649049,98649471,98650844,98651974,98652541,98654869,98655491,98657224,98657513,
Gsdma3	1	chr11	+	98626360	98638089	98626436,98629565,98629939,98631306,98632443,98632996,98633340,98635360,98635939,98637601,	98629347,98629759,98631141,98632347,98632901,98633314,98635206,98635825,98637528,98637820,
Gsdmc	1	chr15	-	63775968	63808759	63776916,63777514,63778077,63778707,63779555,63779803,63780096,63799471,63802045,63803753,63804596,	63777441,63777948,63778568,63779529,63779774,63779995,63799360,63801883,63803576,63804382,63808475,
Gsdmc2	1	chr15	-	63824346	63845177	63825156,63825739,63826294,63826931,63827790,63828053,63828266,63830867,63833476,63835107,63835947,	63825666,63826165,63826786,63827764,63828024,63828165,63830762,63833314,63834930,63835736,63845079,
Gsdmc3	1	chr15	-	63857727	63878558	63858549,63859166,63859721,63860361,63861210,63861472,63861685,63864200,63866825,63868460,63869301,63870835,	63859093,63859592,63860216,63861184,63861443,63861584,63864095,63866663,63868283,63869090,63870785,63878461,
Gsdmc4	1	chr15	-	63891264	63912297	63892082,63892699,63893247,63893878,63894699,63894959,63895264,63897822,63900442,63902093,63902934,	63892626,63893118,63893739,63894673,63894930,63895157,63897717,63900280,63901916,63902723,63912200,
Gsdmd	1	chr15	+	75862327	75867408	75862481,75863628,75864436,75865117,75865525,75865810,75866176,75866471,75866690,75866863,	75863405,75864244,75864949,75865423,75865760,75866087,75866296,75866546,75866790,75866997,
Gsdme	0	chr6	-	50207401	50263862	50208206,50216423,50219438,50221116,50222900,50227399,50229457,50246122,50251513,50261917,	50216350,50219237,50220989,50222736,50227279,50229286,50245930,50251276,50261734,50263644,
Gse1	0	chr8	+	120488447	120581390	120489151,120553802,120562825,120566540,120567124,120567954,120568483,120569376,120571339,120572416,120572906,120574278,120575305,120576554,120578074,	120553584,120562626,120566368,120566927,120567763,120568161,120569052,120570717,120572304,120572636,120574171,120574934,120576276,120577971,120578469,
Gsg1	1	chr6	-	135237329	135254170	135237745,135240184,135241397,135242221,135244399,	135240073,135241245,135242174,135244081,135254133,
Gsg1l2	1	chr11	+	67774608	67789898	67774917,67782553,67785322,67786529,	67782506,67785170,67786418,67789364,
Gsk3a	1	chr7	-	25228258	25237851	25228930,25229572,25230040,25230700,25230882,25231741,25231964,25233684,25233911,25235740,	25229465,25229851,25230605,25230785,25231635,25231834,25233574,25233828,25235553,25237378,
Gsk3b	1	chr16	+	38089001	38246084	38090613,38144453,38170747,38184545,38187941,38191634,38193994,38208090,38220158,38228776,	38144260,38170664,38184435,38187811,38191528,38193897,38207995,38219972,38228678,38240502,
Gskip	0	chr12	+	105685384	105703023	105685458,105698976,	105698718,105700638,
Gsn	1	chr2	+	35256380	35307890	35256473,35266903,35284109,35284828,35290494,35292736,35293567,35295067,35296213,35296581,35298928,35301556,35302661,35303342,35304388,35304658,35306606,	35266820,35283905,35284674,35290333,35292587,35293478,35294935,35296125,35296366,35298795,35301466,35302491,35303168,35304264,35304581,35306546,35307497,
Gspt1	1	chr16	-	11220052	11254209	11220879,11222753,11223301,11224593,11228195,11229302,11230650,11230991,11232712,11235443,11237564,11239099,11240707,11240840,	11222585,11223212,11224420,11228115,11229209,11230510,11230837,11232532,11235366,11237531,11238872,11240666,11240805,11253643,
Gsr	1	chr8	+	33653238	33698163	33653779,33669179,33669981,33671592,33674234,33680317,33681564,33682679,33685702,33689452,33693930,33695132,	33669153,33669893,33671523,33674087,33680263,33681465,33682593,33685544,33689341,33693799,33694999,33697146,
Gss	0	chr2	-	155563181	155592810	155563719,155564949,155566884,155567887,155571585,155573001,155573175,155577638,155578428,155578787,155582033,155587576,	155564760,155566803,155567693,155571519,155572924,155573095,155577522,155578289,155578712,155581888,155587442,155592694,
Gsta1	1	chr9	+	78230656	78242684	78230730,78232326,78235135,78236062,78239626,78241658,	78232218,78235084,78235930,78239485,78241527,78242453,
Gsta2	1	chr9	-	78331018	78347158	78331249,78332218,78333902,78337691,78338696,78341938,	78332087,78333761,78337559,78338645,78341830,78347089,
Gsta3	1	chr1	+	21240589	21265661	21240659,21249858,21257382,21258980,21260189,21262924,	21249751,21257331,21258848,21260048,21262793,21264843,
Gsta4	1	chr9	+	78191947	78209349	78192064,78198376,78199541,78204364,78206053,78207932,	78198270,78199490,78204232,78205912,78207801,78209057,
Gstcd	0	chr3	-	132981752	133091825	132983219,132986454,132996196,132998958,133003792,133005432,133005675,133062659,133072151,133082506,133085025,	132986385,132996166,132998825,133003664,133005388,133005560,133062566,133071900,133082039,133084576,133091580,
Gstk1	0	chr6	+	42245935	42250441	42246093,42246631,42246939,42247584,42247769,42249495,42249932,	42246550,42246811,42247484,42247734,42249379,42249839,42250230,
Gstm1	1	chr3	-	108012255	108017973	108012778,108014863,108015040,108016428,108016600,108016948,108017426,	108014753,108014945,108016328,108016519,108016884,108017351,108017740,
Gstm2	1	chr3	-	107981702	107986453	107982138,107984046,107984224,107985149,107985328,107985682,107986109,	107983936,107984129,107985049,107985247,107985618,107986034,107986358,
Gstm3	1	chr3	-	107963696	107969283	107964296,107966197,107966374,107967675,107967847,107968200,107968838,	107966087,107966279,107967575,107967766,107968136,107968763,107969105,
Gstm4	1	chr3	-	108040408	108044894	108041325,108042246,108042422,108043424,108043601,108043959,108044428,	108042136,108042327,108043324,108043520,108043895,108044353,108044637,
Gstm5	1	chr3	+	107895821	107898686	107895998,107896373,107896690,107897369,107897562,107898062,107898276,	107896298,107896626,107897288,107897462,107897967,107898166,107898451,
Gstm6	1	chr3	-	107938847	107943749	107939316,107941103,107941284,107942233,107942414,107942766,107943320,	107940993,107941189,107942133,107942333,107942702,107943245,107943598,
Gstm7	1	chr3	-	107926334	107931817	107926980,107928980,107929158,107930374,107930554,107930892,107931390,	107928870,107929063,107930274,107930473,107930828,107931315,107931619,
Gsto1	1	chr19	+	47854970	47864790	47855122,47855323,47858081,47859530,47863482,	47855215,47857859,47859432,47863379,47864297,
Gsto2	1	chr19	+	47865545	47886324	47865633,47869760,47870323,47871803,47872124,47875052,47876497,47884762,	47869686,47870209,47871654,47872016,47874830,47876396,47884656,47886018,
Gstp1	1	chr19	-	4035407	4037985	4035661,4035931,4036791,4037191,4037396,4037620,	4035824,4036688,4037104,4037290,4037585,4037863,
Gstp2	1	chr19	-	4040285	4042263	4040539,4040815,4041085,4041485,4041690,4041938,	4040708,4040982,4041398,4041584,4041903,4042165,
Gstp3	1	chr19	-	4057477	4059446	4057718,4057995,4058189,4058616,4058841,4059294,	4057888,4058086,4058529,4058735,4059259,4059424,
Gstt1	1	chr10	-	75783813	75798584	75784233,75786971,75794227,75797130,	75786795,75794077,75797043,75798385,
Gstt2	1	chr10	-	75831114	75837367	75832094,75832568,75832811,75833739,75834881,	75832395,75832661,75833652,75834175,75837215,
Gstt3	1	chr10	-	75774115	75781414	75775010,75776047,75776894,75778188,	75775871,75776744,75778101,75780847,
Gstt4	1	chr10	-	75814943	75822543	75815258,75817375,75818650,75821318,	75817199,75818500,75821231,75822312,
Gstz1	1	chr12	+	87147718	87164723	87147844,87157944,87159145,87159720,87160175,87161553,87162092,87163037,	87157893,87159078,87159640,87160050,87161475,87162040,87162988,87163704,
Gsx1	1	chr5	+	147188696	147190947	147189298,	147189778,
Gsx2	1	chr5	+	75075601	75077893	75076337,	75076966,
Gtf2a1	1	chr12	-	91555262	91590009	91559851,91562998,91567860,91568270,91569838,91572633,91575791,91586801,	91562909,91567540,91568137,91569763,91572566,91575584,91586700,91589535,
Gtf2a1l	1	chr17	+	88668660	88715152	88668731,88671295,88671619,88690042,88691802,88694668,88711698,88712445,	88671194,88671499,88689987,88691718,88694103,88711441,88712356,88714882,
Gtf2a2	0	chr9	+	70012550	70022866	70012661,70015410,70016923,70019515,	70015292,70016819,70019389,70022437,
Gtf2b	1	chr3	+	142765045	142783606	142765288,142771492,142778324,142779838,142780099,142781621,	142771386,142778191,142779692,142779970,142781340,142783196,
Gtf2e1	0	chr16	-	37509790	37539789	37511819,37515960,37522952,37536193,	37515719,37522751,37535721,37539653,
Gtf2e2	0	chr8	+	33731833	33777164	33731988,33735906,33752532,33755959,33758738,33762103,33776059,	33735734,33752441,33755852,33758556,33762010,33775944,33776453,
Gtf2f1	0	chr17	-	57003405	57011288	57003631,57003811,57004053,57004195,57004428,57004572,57004819,57005544,57007156,57007906,57009760,57011022,	57003721,57003915,57004122,57004309,57004511,57004666,57005360,57006986,57007713,57009688,57010976,57011109,
Gtf2f2	0	chr14	-	75896937	76010865	75897653,75906926,75917733,75949519,75995565,75996927,76007778,	75906783,75917634,75949438,75995421,75996909,76007705,76010680,
Gtf2h1	0	chr7	+	46796103	46823800	46796288,46801840,46804009,46805123,46806829,46808686,46808879,46812559,46812749,46814204,46815417,46816474,46817012,46819214,	46801672,46803817,46804961,46806736,46808537,46808800,46812432,46812662,46814116,46815300,46816384,46816897,46819122,46822823,
Gtf2h2	0	chr13	-	100468580	100492561	100469026,100470918,100476572,100477210,100479254,100480647,100481091,100481302,100483043,100486125,100486524,100488935,100489172,100489560,100490164,	100470879,100476470,100477104,100479191,100480540,100481004,100481212,100482938,100486071,100486474,100488849,100489136,100489483,100490076,100492457,
Gtf2h3	0	chr5	+	124579140	124597680	124579201,124582527,124584040,124584302,124588687,124589400,124590378,124590943,124592534,124594831,124595688,124595839,	124582448,124583934,124584136,124588625,124589371,124590350,124590869,124592481,124594763,124595553,124595803,124595918,
Gtf2h4	0	chr17	-	35667730	35673739	35668002,35668506,35668657,35669439,35669761,35670031,35670258,35670476,35670745,35670962,35671357,35672097,35672828,	35668428,35668610,35669309,35669629,35669948,35670190,35670365,35670657,35670866,35671226,35671993,35672686,35673556,
Gtf2h5	0	chr17	+	6079786	6086517	6079911,6080874,	6080802,6084472,
Gtf2i	1	chr5	-	134237834	134314760	134238892,134239571,134240284,134240914,134242159,134242787,134242991,134243587,134243956,134244877,134245182,134246611,134246895,134247277,134250025,134251937,134255071,134256008,134260638,134261901,134263768,134265802,134266656,134272586,134274595,134276428,134279514,134282830,134283248,134286723,134287043,134289421,134293885,134295613,	134239497,134240243,134240873,134242131,134242604,134242908,134243507,134243901,134244694,134245117,134246510,134246821,134247219,134249842,134251866,134255013,134255825,134260567,134261843,134263585,134265737,134266543,134272524,134274539,134276372,134279437,134282787,134283194,134286695,134286860,134289287,134293747,134295510,134314383,
Gtf2ird1	1	chr5	-	134357669	134456716	134357896,134359118,134360275,134361146,134363979,134366916,134376135,134377077,134380020,134382586,134382830,134383923,134385084,134385837,134388523,134389211,134389711,134390930,134392420,134395800,134402194,134403821,134404966,134409310,134411109,134415276,134417181,	134358988,134360238,134360954,134363902,134366836,134376107,134376894,134379937,134382530,134382781,134383740,134385019,134385790,134388434,134389131,134389674,134390822,134392395,134395617,134402111,134403732,134404656,134409127,134410954,134415135,134417053,134456509,
Gtf2ird2	1	chr5	+	134184027	134218146	134184258,134191277,134192791,134194977,134196605,134197276,134201458,134202282,134203348,134206827,134208942,134211275,134213135,134214150,134214669,	134191180,134192653,134194861,134196422,134197248,134201404,134202239,134203271,134206771,134208880,134211198,134213052,134213967,134214641,134216136,
Gtf3a	1	chr5	+	146948781	146955535	146948975,146950633,146951283,146951962,146952800,146953307,146954077,146955183,	146950533,146951187,146951874,146952727,146953227,146953848,146955124,146955368,
Gtf3c1	0	chr7	-	125640954	125707780	125641733,125642639,125643365,125644372,125645804,125646733,125647627,125648569,125651156,125651925,125654579,125655925,125657628,125659214,125662447,125662655,125663094,125663546,125667201,125667408,125668091,125668999,125669418,125669767,125670578,125672838,125674193,125676685,125677616,125678941,125681263,125693262,125696557,125699092,125699520,125704040,	125642447,125643326,125643874,125645515,125646474,125647340,125648397,125651063,125651863,125654467,125655844,125657486,125659057,125662259,125662577,125662959,125663408,125667024,125667312,125667994,125668854,125669149,125669583,125670475,125672685,125674057,125676483,125677301,125678826,125681102,125693139,125696461,125698949,125699344,125703831,125707457,
Gtf3c2	1	chr5	-	31156005	31180144	31157767,31158250,31158495,31159189,31159521,31159861,31160092,31166015,31166386,31167804,31168100,31168478,31169149,31169913,31170274,31173061,31174089,31174495,	31158143,31158343,31159061,31159434,31159700,31159948,31165886,31166361,31167696,31167989,31168251,31169051,31169836,31170180,31172782,31173768,31174232,31179884,
Gtf3c3	0	chr1	-	54396004	54438971	54398002,54399281,54403635,54405170,54406074,54416019,54416823,54417861,54419554,54420499,54423573,54424156,54427565,54428953,54430622,54434238,54437943,	54399129,54403511,54404980,54405837,54415884,54416722,54417659,54419383,54420396,54423501,54424009,54427400,54428762,54430499,54434054,54437832,54438813,
Gtf3c4	0	chr2	-	28822305	28840286	28826797,28827566,28830632,28835373,	28827478,28830502,28833550,28839883,
Gtf3c5	0	chr2	-	28566311	28583279	28567177,28567784,28568627,28569374,28570516,28570693,28571227,28572300,28573572,28578074,28579737,	28567608,28568485,28569292,28570419,28570613,28571113,28572196,28573377,28577876,28579518,28582825,
Gtf3c6	0	chr10	-	40247703	40257671	40249831,40251269,40254308,40254464,40257293,	40251156,40254264,40254401,40257213,40257579,
Gtpbp1	1	chr15	+	79690845	79721479	79691098,79694267,79707172,79708043,79712219,79713478,79715991,79716268,79717118,79717773,79719228,	79694156,79706992,79707695,79712096,79713364,79715847,79716086,79716983,79717595,79719028,79720010,
Gtpbp10	1	chr5	-	5537454	5559538	5539451,5542425,5543368,5544173,5546405,5548000,5555382,5556156,5557406,	5542302,5543291,5544066,5546353,5547927,5555238,5556065,5557213,5559433,
Gtpbp2	1	chr17	+	46161032	46169370	46161326,46163509,46164378,46164833,46165183,46165629,46165997,46166446,46166650,46167394,46167890,	46163483,46164194,46164725,46164986,46165455,46165778,46166311,46166592,46167223,46167726,46168146,
Gtpbp3	1	chr8	+	71488103	71493400	71488840,71489318,71489514,71490537,71490967,71491209,71491590,71492355,	71489071,71489428,71490335,71490895,71491066,71491425,71492077,71492539,
